adv_id,potion_id,class,level,avg_phys,avg_magic,red,green,blue,raw_pref,enjoyment,random_0,random_1,random_2,random_3,random_4,random_5,random_6,random_7,random_8,random_9,avg_phys_squared,phys_var1,phys_var2
4,80,Wizard,3,3,4,22,46,32,0.32,0.0,21.26265440541406,49.92312594922773,88.46831538867025,64.28518702004243,14.287159044206266,13.963031952550631,74.49889820916066,53.89772896672904,74.70138116522578,42.84338272945797,9,5,4
4,37,Wizard,3,3,4,10,6,84,0.84,0.832018,21.26265440541406,49.92312594922773,88.46831538867025,64.28518702004243,14.287159044206266,13.963031952550631,74.49889820916066,53.89772896672904,74.70138116522578,42.84338272945797,9,5,4
4,4,Wizard,3,3,4,12,77,11,0.11,0.0,21.26265440541406,49.92312594922773,88.46831538867025,64.28518702004243,14.287159044206266,13.963031952550631,74.49889820916066,53.89772896672904,74.70138116522578,42.84338272945797,9,5,4
4,44,Wizard,3,3,4,14,70,16,0.16,0.0,21.26265440541406,49.92312594922773,88.46831538867025,64.28518702004243,14.287159044206266,13.963031952550631,74.49889820916066,53.89772896672904,74.70138116522578,42.84338272945797,9,5,4
4,49,Wizard,3,3,4,53,7,40,0.4,0.0,21.26265440541406,49.92312594922773,88.46831538867025,64.28518702004243,14.287159044206266,13.963031952550631,74.49889820916066,53.89772896672904,74.70138116522578,42.84338272945797,9,5,4
4,12,Wizard,3,3,4,7,15,78,0.78,0.310026,21.26265440541406,49.92312594922773,88.46831538867025,64.28518702004243,14.287159044206266,13.963031952550631,74.49889820916066,53.89772896672904,74.70138116522578,42.84338272945797,9,5,4
4,61,Wizard,3,3,4,15,1,84,0.84,0.832018,21.26265440541406,49.92312594922773,88.46831538867025,64.28518702004243,14.287159044206266,13.963031952550631,74.49889820916066,53.89772896672904,74.70138116522578,42.84338272945797,9,5,4
4,60,Wizard,3,3,4,0,13,87,0.87,0.942676,21.26265440541406,49.92312594922773,88.46831538867025,64.28518702004243,14.287159044206266,13.963031952550631,74.49889820916066,53.89772896672904,74.70138116522578,42.84338272945797,9,5,4
5,24,Fighter,5,11,0,7,14,79,0.07,0.0,9.090941217379388,4.711637542473457,10.964913035065916,62.744604170309,79.20793643629641,42.215996679968406,6.352770615195713,38.16192865065368,99.61213802400968,52.911434509913704,121,13,9
5,16,Fighter,5,11,0,63,2,35,0.63,0.001113,9.090941217379388,4.711637542473457,10.964913035065916,62.744604170309,79.20793643629641,42.215996679968406,6.352770615195713,38.16192865065368,99.61213802400968,52.911434509913704,121,13,9
5,33,Fighter,5,11,0,42,50,8,0.42,0.0,9.090941217379388,4.711637542473457,10.964913035065916,62.744604170309,79.20793643629641,42.215996679968406,6.352770615195713,38.16192865065368,99.61213802400968,52.911434509913704,121,13,9
5,95,Fighter,5,11,0,14,60,26,0.14,0.0,9.090941217379388,4.711637542473457,10.964913035065916,62.744604170309,79.20793643629641,42.215996679968406,6.352770615195713,38.16192865065368,99.61213802400968,52.911434509913704,121,13,9
5,31,Fighter,5,11,0,58,21,21,0.58,0.000151,9.090941217379388,4.711637542473457,10.964913035065916,62.744604170309,79.20793643629641,42.215996679968406,6.352770615195713,38.16192865065368,99.61213802400968,52.911434509913704,121,13,9
5,99,Fighter,5,11,0,19,31,50,0.19,0.0,9.090941217379388,4.711637542473457,10.964913035065916,62.744604170309,79.20793643629641,42.215996679968406,6.352770615195713,38.16192865065368,99.61213802400968,52.911434509913704,121,13,9
5,6,Fighter,5,11,0,63,14,23,0.63,0.001113,9.090941217379388,4.711637542473457,10.964913035065916,62.744604170309,79.20793643629641,42.215996679968406,6.352770615195713,38.16192865065368,99.61213802400968,52.911434509913704,121,13,9
5,5,Fighter,5,11,0,58,18,24,0.58,0.000151,9.090941217379388,4.711637542473457,10.964913035065916,62.744604170309,79.20793643629641,42.215996679968406,6.352770615195713,38.16192865065368,99.61213802400968,52.911434509913704,121,13,9
5,86,Fighter,5,11,0,24,75,1,0.24,0.0,9.090941217379388,4.711637542473457,10.964913035065916,62.744604170309,79.20793643629641,42.215996679968406,6.352770615195713,38.16192865065368,99.61213802400968,52.911434509913704,121,13,9
5,87,Fighter,5,11,0,27,22,51,0.27,0.0,9.090941217379388,4.711637542473457,10.964913035065916,62.744604170309,79.20793643629641,42.215996679968406,6.352770615195713,38.16192865065368,99.61213802400968,52.911434509913704,121,13,9
6,55,Wizard,4,3,11,39,34,27,0.27,0.0,76.8598732657446,34.01754730310452,29.350012864742613,15.815775434466971,0.324531610172929,72.20920613099108,71.96806688859242,97.18880988701143,76.19621990520646,50.76816746043252,9,1,3
6,90,Wizard,4,3,11,7,57,36,0.36,0.0,76.8598732657446,34.01754730310452,29.350012864742613,15.815775434466971,0.324531610172929,72.20920613099108,71.96806688859242,97.18880988701143,76.19621990520646,50.76816746043252,9,1,3
6,4,Wizard,4,3,11,12,77,11,0.11,0.0,76.8598732657446,34.01754730310452,29.350012864742613,15.815775434466971,0.324531610172929,72.20920613099108,71.96806688859242,97.18880988701143,76.19621990520646,50.76816746043252,9,1,3
6,94,Wizard,4,3,11,64,0,36,0.36,0.0,76.8598732657446,34.01754730310452,29.350012864742613,15.815775434466971,0.324531610172929,72.20920613099108,71.96806688859242,97.18880988701143,76.19621990520646,50.76816746043252,9,1,3
6,91,Wizard,4,3,11,3,9,88,0.88,0.960834,76.8598732657446,34.01754730310452,29.350012864742613,15.815775434466971,0.324531610172929,72.20920613099108,71.96806688859242,97.18880988701143,76.19621990520646,50.76816746043252,9,1,3
6,88,Wizard,4,3,11,28,21,51,0.51,9e-06,76.8598732657446,34.01754730310452,29.350012864742613,15.815775434466971,0.324531610172929,72.20920613099108,71.96806688859242,97.18880988701143,76.19621990520646,50.76816746043252,9,1,3
6,83,Wizard,4,3,11,6,79,15,0.15,0.0,76.8598732657446,34.01754730310452,29.350012864742613,15.815775434466971,0.324531610172929,72.20920613099108,71.96806688859242,97.18880988701143,76.19621990520646,50.76816746043252,9,1,3
6,42,Wizard,4,3,11,77,9,14,0.14,0.0,76.8598732657446,34.01754730310452,29.350012864742613,15.815775434466971,0.324531610172929,72.20920613099108,71.96806688859242,97.18880988701143,76.19621990520646,50.76816746043252,9,1,3
6,47,Wizard,4,3,11,46,45,9,0.09,0.0,76.8598732657446,34.01754730310452,29.350012864742613,15.815775434466971,0.324531610172929,72.20920613099108,71.96806688859242,97.18880988701143,76.19621990520646,50.76816746043252,9,1,3
6,60,Wizard,4,3,11,0,13,87,0.87,0.942676,76.8598732657446,34.01754730310452,29.350012864742613,15.815775434466971,0.324531610172929,72.20920613099108,71.96806688859242,97.18880988701143,76.19621990520646,50.76816746043252,9,1,3
7,80,Paladin,17,22,13,22,46,32,0.44,1e-06,59.8944584460229,48.860570802894784,11.186772532089506,36.298076718093355,98.53213789438122,80.67748047971287,23.945231033805882,24.08715924472331,56.735694368891,7.875704829136609,484,23,20
7,58,Paladin,17,22,13,56,19,25,0.5,6e-06,59.8944584460229,48.860570802894784,11.186772532089506,36.298076718093355,98.53213789438122,80.67748047971287,23.945231033805882,24.08715924472331,56.735694368891,7.875704829136609,484,23,20
7,75,Paladin,17,22,13,33,18,49,0.66,0.003684,59.8944584460229,48.860570802894784,11.186772532089506,36.298076718093355,98.53213789438122,80.67748047971287,23.945231033805882,24.08715924472331,56.735694368891,7.875704829136609,484,23,20
7,69,Paladin,17,22,13,11,38,51,0.22,0.0,59.8944584460229,48.860570802894784,11.186772532089506,36.298076718093355,98.53213789438122,80.67748047971287,23.945231033805882,24.08715924472331,56.735694368891,7.875704829136609,484,23,20
7,19,Paladin,17,22,13,34,30,36,0.68,0.008163,59.8944584460229,48.860570802894784,11.186772532089506,36.298076718093355,98.53213789438122,80.67748047971287,23.945231033805882,24.08715924472331,56.735694368891,7.875704829136609,484,23,20
7,29,Paladin,17,22,13,83,3,14,0.28,0.0,59.8944584460229,48.860570802894784,11.186772532089506,36.298076718093355,98.53213789438122,80.67748047971287,23.945231033805882,24.08715924472331,56.735694368891,7.875704829136609,484,23,20
7,61,Paladin,17,22,13,15,1,84,0.3,0.0,59.8944584460229,48.860570802894784,11.186772532089506,36.298076718093355,98.53213789438122,80.67748047971287,23.945231033805882,24.08715924472331,56.735694368891,7.875704829136609,484,23,20
7,94,Paladin,17,22,13,64,0,36,0.72,0.039166,59.8944584460229,48.860570802894784,11.186772532089506,36.298076718093355,98.53213789438122,80.67748047971287,23.945231033805882,24.08715924472331,56.735694368891,7.875704829136609,484,23,20
7,87,Paladin,17,22,13,27,22,51,0.54,3e-05,59.8944584460229,48.860570802894784,11.186772532089506,36.298076718093355,98.53213789438122,80.67748047971287,23.945231033805882,24.08715924472331,56.735694368891,7.875704829136609,484,23,20
7,44,Paladin,17,22,13,14,70,16,0.28,0.0,59.8944584460229,48.860570802894784,11.186772532089506,36.298076718093355,98.53213789438122,80.67748047971287,23.945231033805882,24.08715924472331,56.735694368891,7.875704829136609,484,23,20
8,78,Paladin,18,23,15,44,6,50,0.88,0.960834,87.24330410852575,42.31379402008869,21.179820544208205,53.92960887794583,72.99310690899762,20.11510633896959,31.171629130089496,99.51493566608947,64.98780576394535,43.8100083914504,529,25,24
8,94,Paladin,18,23,15,64,0,36,0.72,0.039166,87.24330410852575,42.31379402008869,21.179820544208205,53.92960887794583,72.99310690899762,20.11510633896959,31.171629130089496,99.51493566608947,64.98780576394535,43.8100083914504,529,25,24
8,5,Paladin,18,23,15,58,18,24,0.48,3e-06,87.24330410852575,42.31379402008869,21.179820544208205,53.92960887794583,72.99310690899762,20.11510633896959,31.171629130089496,99.51493566608947,64.98780576394535,43.8100083914504,529,25,24
8,35,Paladin,18,23,15,85,4,11,0.22,0.0,87.24330410852575,42.31379402008869,21.179820544208205,53.92960887794583,72.99310690899762,20.11510633896959,31.171629130089496,99.51493566608947,64.98780576394535,43.8100083914504,529,25,24
8,20,Paladin,18,23,15,23,50,27,0.46,1e-06,87.24330410852575,42.31379402008869,21.179820544208205,53.92960887794583,72.99310690899762,20.11510633896959,31.171629130089496,99.51493566608947,64.98780576394535,43.8100083914504,529,25,24
8,1,Paladin,18,23,15,89,8,3,0.06,0.0,87.24330410852575,42.31379402008869,21.179820544208205,53.92960887794583,72.99310690899762,20.11510633896959,31.171629130089496,99.51493566608947,64.98780576394535,43.8100083914504,529,25,24
8,28,Paladin,18,23,15,74,9,17,0.34,0.0,87.24330410852575,42.31379402008869,21.179820544208205,53.92960887794583,72.99310690899762,20.11510633896959,31.171629130089496,99.51493566608947,64.98780576394535,43.8100083914504,529,25,24
8,74,Paladin,18,23,15,73,14,13,0.26,0.0,87.24330410852575,42.31379402008869,21.179820544208205,53.92960887794583,72.99310690899762,20.11510633896959,31.171629130089496,99.51493566608947,64.98780576394535,43.8100083914504,529,25,24
8,96,Paladin,18,23,15,33,11,56,0.66,0.003684,87.24330410852575,42.31379402008869,21.179820544208205,53.92960887794583,72.99310690899762,20.11510633896959,31.171629130089496,99.51493566608947,64.98780576394535,43.8100083914504,529,25,24
8,77,Paladin,18,23,15,41,11,48,0.82,0.689974,87.24330410852575,42.31379402008869,21.179820544208205,53.92960887794583,72.99310690899762,20.11510633896959,31.171629130089496,99.51493566608947,64.98780576394535,43.8100083914504,529,25,24
9,82,Fighter,8,14,1,90,4,6,0.9,0.982014,58.83087184572333,23.0114732596577,22.021738445155947,7.099308600903253,63.11029572700989,22.894178381115438,90.5420013006128,85.96354002537466,7.085734988865344,23.80046343689952,196,15,13
9,71,Fighter,8,14,1,11,80,9,0.11,0.0,58.83087184572333,23.0114732596577,22.021738445155947,7.099308600903253,63.11029572700989,22.894178381115438,90.5420013006128,85.96354002537466,7.085734988865344,23.80046343689952,196,15,13
9,69,Fighter,8,14,1,11,38,51,0.11,0.0,58.83087184572333,23.0114732596577,22.021738445155947,7.099308600903253,63.11029572700989,22.894178381115438,90.5420013006128,85.96354002537466,7.085734988865344,23.80046343689952,196,15,13
9,36,Fighter,8,14,1,21,35,44,0.21,0.0,58.83087184572333,23.0114732596577,22.021738445155947,7.099308600903253,63.11029572700989,22.894178381115438,90.5420013006128,85.96354002537466,7.085734988865344,23.80046343689952,196,15,13
9,45,Fighter,8,14,1,38,25,37,0.38,0.0,58.83087184572333,23.0114732596577,22.021738445155947,7.099308600903253,63.11029572700989,22.894178381115438,90.5420013006128,85.96354002537466,7.085734988865344,23.80046343689952,196,15,13
9,72,Fighter,8,14,1,26,60,14,0.26,0.0,58.83087184572333,23.0114732596577,22.021738445155947,7.099308600903253,63.11029572700989,22.894178381115438,90.5420013006128,85.96354002537466,7.085734988865344,23.80046343689952,196,15,13
9,25,Fighter,8,14,1,35,2,63,0.35,0.0,58.83087184572333,23.0114732596577,22.021738445155947,7.099308600903253,63.11029572700989,22.894178381115438,90.5420013006128,85.96354002537466,7.085734988865344,23.80046343689952,196,15,13
9,51,Fighter,8,14,1,10,35,55,0.1,0.0,58.83087184572333,23.0114732596577,22.021738445155947,7.099308600903253,63.11029572700989,22.894178381115438,90.5420013006128,85.96354002537466,7.085734988865344,23.80046343689952,196,15,13
9,14,Fighter,8,14,1,19,29,52,0.19,0.0,58.83087184572333,23.0114732596577,22.021738445155947,7.099308600903253,63.11029572700989,22.894178381115438,90.5420013006128,85.96354002537466,7.085734988865344,23.80046343689952,196,15,13
9,46,Fighter,8,14,1,93,6,1,0.93,0.994514,58.83087184572333,23.0114732596577,22.021738445155947,7.099308600903253,63.11029572700989,22.894178381115438,90.5420013006128,85.96354002537466,7.085734988865344,23.80046343689952,196,15,13
10,43,Wizard,19,4,30,9,61,30,0.3,0.0,19.04099143618777,9.693081422882333,43.10511824063775,42.35786230199208,46.7024668036675,72.90758494598506,67.33645472933016,98.41652113659661,9.841787115195888,40.26212821022688,16,4,2
10,14,Wizard,19,4,30,19,29,52,0.52,1.4e-05,19.04099143618777,9.693081422882333,43.10511824063775,42.35786230199208,46.7024668036675,72.90758494598506,67.33645472933016,98.41652113659661,9.841787115195888,40.26212821022688,16,4,2
10,28,Wizard,19,4,30,74,9,17,0.17,0.0,19.04099143618777,9.693081422882333,43.10511824063775,42.35786230199208,46.7024668036675,72.90758494598506,67.33645472933016,98.41652113659661,9.841787115195888,40.26212821022688,16,4,2
10,77,Wizard,19,4,30,41,11,48,0.48,3e-06,19.04099143618777,9.693081422882333,43.10511824063775,42.35786230199208,46.7024668036675,72.90758494598506,67.33645472933016,98.41652113659661,9.841787115195888,40.26212821022688,16,4,2
10,91,Wizard,19,4,30,3,9,88,0.88,0.960834,19.04099143618777,9.693081422882333,43.10511824063775,42.35786230199208,46.7024668036675,72.90758494598506,67.33645472933016,98.41652113659661,9.841787115195888,40.26212821022688,16,4,2
10,7,Wizard,19,4,30,2,63,35,0.35,0.0,19.04099143618777,9.693081422882333,43.10511824063775,42.35786230199208,46.7024668036675,72.90758494598506,67.33645472933016,98.41652113659661,9.841787115195888,40.26212821022688,16,4,2
10,55,Wizard,19,4,30,39,34,27,0.27,0.0,19.04099143618777,9.693081422882333,43.10511824063775,42.35786230199208,46.7024668036675,72.90758494598506,67.33645472933016,98.41652113659661,9.841787115195888,40.26212821022688,16,4,2
10,97,Wizard,19,4,30,16,12,72,0.72,0.039166,19.04099143618777,9.693081422882333,43.10511824063775,42.35786230199208,46.7024668036675,72.90758494598506,67.33645472933016,98.41652113659661,9.841787115195888,40.26212821022688,16,4,2
10,6,Wizard,19,4,30,63,14,23,0.23,0.0,19.04099143618777,9.693081422882333,43.10511824063775,42.35786230199208,46.7024668036675,72.90758494598506,67.33645472933016,98.41652113659661,9.841787115195888,40.26212821022688,16,4,2
10,86,Wizard,19,4,30,24,75,1,0.01,0.0,19.04099143618777,9.693081422882333,43.10511824063775,42.35786230199208,46.7024668036675,72.90758494598506,67.33645472933016,98.41652113659661,9.841787115195888,40.26212821022688,16,4,2
11,79,Fighter,7,17,4,6,17,77,0.06,0.0,18.348803578723327,46.26280684009674,87.448595407058,7.538488837428936,80.80222447317026,85.59668924683727,9.790872820160034,65.2144893998522,54.0587938100305,1.4757856495650534,289,15,16
11,60,Fighter,7,17,4,0,13,87,0.0,0.0,18.348803578723327,46.26280684009674,87.448595407058,7.538488837428936,80.80222447317026,85.59668924683727,9.790872820160034,65.2144893998522,54.0587938100305,1.4757856495650534,289,15,16
11,15,Fighter,7,17,4,12,8,80,0.12,0.0,18.348803578723327,46.26280684009674,87.448595407058,7.538488837428936,80.80222447317026,85.59668924683727,9.790872820160034,65.2144893998522,54.0587938100305,1.4757856495650534,289,15,16
11,18,Fighter,7,17,4,49,27,24,0.49,4e-06,18.348803578723327,46.26280684009674,87.448595407058,7.538488837428936,80.80222447317026,85.59668924683727,9.790872820160034,65.2144893998522,54.0587938100305,1.4757856495650534,289,15,16
11,22,Fighter,7,17,4,6,68,26,0.06,0.0,18.348803578723327,46.26280684009674,87.448595407058,7.538488837428936,80.80222447317026,85.59668924683727,9.790872820160034,65.2144893998522,54.0587938100305,1.4757856495650534,289,15,16
11,82,Fighter,7,17,4,90,4,6,0.9,0.982014,18.348803578723327,46.26280684009674,87.448595407058,7.538488837428936,80.80222447317026,85.59668924683727,9.790872820160034,65.2144893998522,54.0587938100305,1.4757856495650534,289,15,16
11,94,Fighter,7,17,4,64,0,36,0.64,0.001659,18.348803578723327,46.26280684009674,87.448595407058,7.538488837428936,80.80222447317026,85.59668924683727,9.790872820160034,65.2144893998522,54.0587938100305,1.4757856495650534,289,15,16
11,0,Fighter,7,17,4,4,32,64,0.04,0.0,18.348803578723327,46.26280684009674,87.448595407058,7.538488837428936,80.80222447317026,85.59668924683727,9.790872820160034,65.2144893998522,54.0587938100305,1.4757856495650534,289,15,16
11,83,Fighter,7,17,4,6,79,15,0.06,0.0,18.348803578723327,46.26280684009674,87.448595407058,7.538488837428936,80.80222447317026,85.59668924683727,9.790872820160034,65.2144893998522,54.0587938100305,1.4757856495650534,289,15,16
